CARD NAME,RELEASE DATE,SET,RARITY,Shandalar ID,Gatherer ID,TYPE,COST,POWER,TOUGHNESS,TEXT,CTYPE,COLOR_IDENTITY
Wall of Bone,10/1/1993,Limited Edition Beta,Uncommon,.268,383,Creature - Skeleton Wall,{2}{B},1,4,"Defender <i>(This creature can't attack.)</i><br>{B}: Regenerate Wall of Bone. <i>(The next time this creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)</i>",mono,{B}
Wall of Brambles,10/1/1993,Limited Edition Beta,Uncommon,.269,474,Creature - Plant Wall,{2}{G},2,3,Defender <i>(This creature can't attack.)</i><br>{G}: Regenerate Wall of Brambles.,mono,{G}
Wall of Ice,10/1/1993,Limited Edition Beta,Uncommon,.271,475,Creature - Wall,{2}{G},0,7,Defender <i>(This creature can't attack.)</i>,mono,{G}
Wall of Stone,10/1/1993,Limited Edition Beta,Uncommon,.272,525,Creature - Wall,{1}{R}{R},0,8,Defender <i>(This creature can't attack.)</i>,mono,{R}
Wall of Swords,10/1/1993,Limited Edition Beta,Uncommon,.273,569,Creature - Wall,{3}{W},3,5,"Defender, flying <i>(This creature can't attack, and it can block creatures with flying.)</i>",mono,{W}
Wall of Water,10/1/1993,Limited Edition Beta,Uncommon,.274,433,Creature - Wall,{1}{U}{U},0,5,Defender <i>(This creature can't attack.)</i><br>{U}: Wall of Water gets +1/+0 until end of turn.,mono,{U}
Water Elemental,10/1/1993,Limited Edition Beta,Uncommon,.279,434,Creature - Elemental,{3}{U}{U},5,4,,mono,{U}
White Knight,10/1/1993,Limited Edition Beta,Uncommon,.283,570,Creature - Human Knight,{W}{W},2,2,"First strike <i>(This creature deals combat damage before creatures without first strike.)</i><br>Protection from black <i>(This creature can't be blocked, targeted, dealt damage, or enchanted by anything black.)</i>",mono,{W}
White Ward,10/1/1993,Limited Edition Beta,Uncommon,.284,571,Enchantment - Aura,{W},,,Enchant creature<br>Enchanted creature has protection from white. This effect doesn't remove White Ward.,mono,{W}
Wooden Sphere,10/1/1993,Limited Edition Beta,Uncommon,.288,342,Artifact,{1},,,"Whenever a player casts a green spell, you may pay {1}. If you do, you gain 1 life.",colorless,
Ancestral Recall,10/1/1993,Limited Edition Beta,Rare,.1,390,Instant,{U},,,Target player draws three cards.,mono,{U}
Ankh of Mishra,10/1/1993,Limited Edition Beta,Rare,.5,296,Artifact,{2},,,"Whenever a land enters the battlefield, Ankh of Mishra deals 2 damage to that land's controller.",colorless,
Armageddon,10/1/1993,Limited Edition Beta,Rare,.6,528,Sorcery,{3}{W},,,Destroy all lands.,mono,{W}
Aspect of Wolf,10/1/1993,Limited Edition Beta,Rare,.7,435,Enchantment - Aura,{1}{G},,,"Enchant creature<br>Enchanted creature gets +X/+Y, where X is half the number of Forests you control, rounded down, and Y is half the number of Forests you control, rounded up.",mono,{G}
Bad Moon,10/1/1993,Limited Edition Beta,Rare,.8,344,Enchantment,{1}{B},,,Black creatures get +1/+1.,mono,{B}
Badlands,10/1/1993,Limited Edition Beta,Rare,.9,576,Land - Swamp Mountain,,,,,land,
Balance,10/1/1993,Limited Edition Beta,Rare,.10,529,Sorcery,{1}{W},,,"Each player chooses a number of lands he or she controls equal to the number of lands controlled by the player who controls the fewest, then sacrifices the rest. Players discard cards and sacrifice creatures the same way.",mono,{W}
Bayou,10/1/1993,Limited Edition Beta,Rare,.12,577,Land - Swamp Forest,,,,,land,
Birds of Paradise,10/1/1993,Limited Edition Beta,Rare,.15,437,Creature - Bird,{G},0,1,Flying<br>{T}: Add one mana of any color to your mana pool.,mono,{G}
Black Lotus,10/1/1993,Limited Edition Beta,Rare,.17,298,Artifact,{0},,,"{T}, Sacrifice Black Lotus: Add three mana of any one color to your mana pool.",colorless,
Braingeyser,10/1/1993,Limited Edition Beta,Rare,.25,393,Sorcery,{X}{U}{U},,,Target player draws X cards.,mono,{U}
Chaoslace,10/1/1993,Limited Edition Beta,Rare,.32,482,Instant,{R},,,Target spell or permanent becomes red. <i>(Its mana symbols remain unchanged.)</i>,mono,{R}
Cockatrice,10/1/1993,Limited Edition Beta,Rare,.40,440,Creature - Cockatrice,{3}{G}{G},2,4,"Flying<br>Whenever Cockatrice blocks or becomes blocked by a non-Wall creature, destroy that creature at end of combat.",mono,{G}
Contract from Below,10/1/1993,Limited Edition Beta,Rare,.43,347,Sorcery,{B},,,"Remove Contract from Below from your deck before playing if you're not playing for ante.<br>Discard your hand, add the top card of your library to the ante, then draw seven cards.",mono,{B}
Copy Artifact,10/1/1993,Limited Edition Beta,Rare,.47,396,Enchantment,{1}{U},,,"You may have Copy Artifact enter the battlefield as a copy of any artifact on the battlefield, except it's an enchantment in addition to its other types.",mono,{U}
Crusade,10/1/1993,Limited Edition Beta,Rare,.51,543,Enchantment,{W}{W},,,White creatures get +1/+1.,mono,{W}
Cyclopean Tomb,10/1/1993,Limited Edition Beta,Rare,.54,306,Artifact,{4},,,"{2}, {T}: Put a mire counter on target non-Swamp land. That land is a Swamp for as long as it has a mire counter on it. Activate this ability only during your upkeep.<br>When Cyclopean Tomb is put into a graveyard from the battlefield, at the beginning of each of your upkeeps for the rest of the game, remove all mire counters from a land that a mire counter was put onto with Cyclopean Tomb but that a mire counter has not been removed from with Cyclopean Tomb.",colorless,
Darkpact,10/1/1993,Limited Edition Beta,Rare,.56,350,Sorcery,{B}{B}{B},,,Remove Darkpact from your deck before playing if you're not playing for ante.<br>You own target card in the ante. Exchange that card with the top card of your library.,mono,{B}
Deathlace,10/1/1993,Limited Edition Beta,Rare,.59,352,Instant,{B},,,Target spell or permanent becomes black. <i>(Mana symbols on that permanent remain unchanged.)</i>,mono,{B}
Demonic Attorney,10/1/1993,Limited Edition Beta,Rare,.60,353,Sorcery,{1}{B}{B},,,Remove Demonic Attorney from your deck before playing if you're not playing for ante.<br>Each player antes the top card of his or her library.,mono,{B}
Demonic Hordes,10/1/1993,Limited Edition Beta,Rare,.61,354,Creature - Demon,{3}{B}{B}{B},5,5,"{T}: Destroy target land.<br>At the beginning of your upkeep, unless you pay {B}{B}{B}, tap Demonic Hordes and sacrifice a land of an opponent's choice.",mono,{B}
Dingus Egg,10/1/1993,Limited Edition Beta,Rare,.63,307,Artifact,{4},,,"Whenever a land is put into a graveyard from the battlefield, Dingus Egg deals 2 damage to that land's controller.",colorless,
Disrupting Scepter,10/1/1993,Limited Edition Beta,Rare,.66,308,Artifact,{3},,,"{3}, {T}: Target player discards a card. Activate this ability only during your turn.",colorless,
Drain Power,10/1/1993,Limited Edition Beta,Rare,.69,399,Sorcery,{U}{U},,,Target player activates a mana ability of each land he or she controls. Then put all mana from that player's mana pool into yours.,mono,{U}
Earthquake,10/1/1993,Limited Edition Beta,Rare,.75,489,Sorcery,{X}{R},,,Earthquake deals X damage to each creature without flying and each player.,mono,{R}
Elvish Archers,10/1/1993,Limited Edition Beta,Rare,.76,442,Creature - Elf Archer,{1}{G},2,1,First strike,mono,{G}
Farmstead,10/1/1993,Limited Edition Beta,Rare,.79,546,Enchantment - Aura,{W}{W}{W},,,"Enchant land<br>Enchanted land has ""At the beginning of your upkeep, you may pay {W}{W}. If you do, you gain 1 life.""",mono,{W}
Fastbond,10/1/1993,Limited Edition Beta,Rare,.80,443,Enchantment,{G},,,"You may play any number of additional lands on each of your turns.<br>Whenever you play a land, if it wasn't the first land you played this turn, Fastbond deals 1 damage to you.",mono,{G}
Force of Nature,10/1/1993,Limited Edition Beta,Rare,.89,445,Creature - Elemental,{2}{G}{G}{G}{G},8,8,"Trample <i>(If this creature would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker.)</i><br>At the beginning of your upkeep, Force of Nature deals 8 damage to you unless you pay {G}{G}{G}{G}.",mono,{G}
Forcefield,10/1/1993,Limited Edition Beta,Rare,.90,309,Artifact,{3},,,"{1}: The next time an unblocked creature of your choice would deal combat damage to you this turn, prevent all but 1 of that damage.",colorless,
Fork,10/1/1993,Limited Edition Beta,Rare,.92,495,Instant,{R}{R},,,"Copy target instant or sorcery spell, except that the copy is red. You may choose new targets for the copy.",mono,{R}
Fungusaur,10/1/1993,Limited Edition Beta,Rare,.94,446,Creature - Fungus Lizard,{3}{G},2,2,"Whenever Fungusaur is dealt damage, put a +1/+1 counter on it.",mono,{G}
Gaea's Liege,10/1/1993,Limited Edition Beta,Rare,.95,447,Creature - Avatar,{3}{G}{G}{G},,,"As long as Gaea's Liege isn't attacking, its power and toughness are each equal to the number of Forests you control. As long as Gaea's Liege is attacking, its power and toughness are each equal to the number of Forests defending player controls.<br>{T}: Target land becomes a Forest until Gaea's Liege leaves the battlefield.",mono,{G}
Gauntlet of Might,10/1/1993,Limited Edition Beta,Rare,.96,310,Artifact,{4},,,"Red creatures get +1/+1.<br>Whenever a Mountain is tapped for mana, its controller adds {R} to his or her mana pool <i>(in addition to the mana the land produces)</i>.",colorless,{R}
Goblin King,10/1/1993,Limited Edition Beta,Rare,.102,497,Creature - Goblin,{1}{R}{R},2,2,Other Goblin creatures get +1/+1 and have mountainwalk. <i>(They're unblockable as long as defending player controls a Mountain.)</i>,mono,{R}
Helm of Chatzuk,10/1/1993,Limited Edition Beta,Rare,.109,312,Artifact,{1},,,"{1}, {T}: Target creature gains banding until end of turn. <i>(Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding a player controls are blocking or being blocked by a creature, that player divides that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)</i>",colorless,
Howling Mine,10/1/1993,Limited Edition Beta,Rare,.114,313,Artifact,{2},,,"At the beginning of each player's draw step, if Howling Mine is untapped, that player draws an additional card.",colorless,
Island Sanctuary,10/1/1993,Limited Edition Beta,Rare,.127,552,Enchantment,{1}{W},,,"If you would draw a card during your draw step, instead you may skip that draw. If you do, until your next turn, you can't be attacked except by creatures with flying and/or islandwalk.",mono,{W}
Jade Monolith,10/1/1993,Limited Edition Beta,Rare,.129,318,Artifact,{4},,,"{1}: The next time a source of your choice would deal damage to target creature this turn, that source deals that damage to you instead.",colorless,
Kormus Bell,10/1/1993,Limited Edition Beta,Rare,.136,322,Artifact,{4},,,All Swamps are 1/1 black creatures that are still lands.,colorless,
Lich,10/1/1993,Limited Edition Beta,Rare,.141,364,Enchantment,{B}{B}{B}{B},,,"As Lich enters the battlefield, you lose life equal to your life total.<br>You don't lose the game for having 0 or less life.<br>If you would gain life, draw that many cards instead.<br>Whenever you're dealt damage, sacrifice that many nontoken permanents. If you can't, you lose the game.<br>When Lich is put into a graveyard from the battlefield, you lose the game.",mono,{B}
Lifelace,10/1/1993,Limited Edition Beta,Rare,.143,458,Instant,{G},,,Target spell or permanent becomes green. <i>(Mana symbols on that permanent remain unchanged.)</i>,mono,{G}
Living Artifact,10/1/1993,Limited Edition Beta,Rare,.146,459,Enchantment - Aura,{G},,,"Enchant artifact<br>Whenever you're dealt damage, put that many vitality counters on Living Artifact.<br>At the beginning of your upkeep, you may remove a vitality counter from Living Artifact. If you do, you gain 1 life.",mono,{G}
Living Lands,10/1/1993,Limited Edition Beta,Rare,.147,460,Enchantment,{3}{G},,,All Forests are 1/1 creatures that are still lands.,mono,{G}
Lord of Atlantis,10/1/1993,Limited Edition Beta,Rare,.150,405,Creature - Merfolk,{U}{U},2,2,Other Merfolk creatures get +1/+1 and have islandwalk.,mono,{U}
Lord of the Pit,10/1/1993,Limited Edition Beta,Rare,.151,365,Creature - Demon,{4}{B}{B}{B},7,7,"Flying, trample<br>At the beginning of your upkeep, sacrifice a creature other than Lord of the Pit. If you can't, Lord of the Pit deals 7 damage to you.",mono,{B}
Magical Hack,10/1/1993,Limited Edition Beta,Rare,.153,406,Instant,{U},,,"Change the text of target spell or permanent by replacing all instances of one basic land type with another. <i>(For example, you may change ""swampwalk"" to ""plainswalk."" This effect lasts indefinitely.)</i>",mono,{U}
Mahamoti Djinn,10/1/1993,Limited Edition Beta,Rare,.154,407,Creature - Djinn,{4}{U}{U},5,6,Flying <i>(This creature can't be blocked except by creatures with flying or reach.)</i>,mono,{U}
Mana Flare,10/1/1993,Limited Edition Beta,Rare,.155,505,Enchantment,{2}{R},,,"Whenever a player taps a land for mana, that player adds one mana to his or her mana pool of any type that land produced.",mono,{R}
Mana Short,10/1/1993,Limited Edition Beta,Rare,.156,408,Instant,{2}{U},,,Tap all lands target player controls and empty his or her mana pool.,mono,{U}
Mana Vault,10/1/1993,Limited Edition Beta,Rare,.157,325,Artifact,{1},,,"Mana Vault doesn't untap during your untap step.<br>At the beginning of your upkeep, you may pay {4}. If you do, untap Mana Vault.<br>At the beginning of your draw step, if Mana Vault is tapped, it deals 1 damage to you.<br>{T}: Add {3} to your mana pool.",colorless,
Manabarbs,10/1/1993,Limited Edition Beta,Rare,.158,506,Enchantment,{3}{R},,,"Whenever a player taps a land for mana, Manabarbs deals 1 damage to that player.",mono,{R}
Meekstone,10/1/1993,Limited Edition Beta,Rare,.159,326,Artifact,{1},,,Creatures with power 3 or greater don't untap during their controllers' untap steps.,colorless,
Mind Twist,10/1/1993,Limited Edition Beta,Rare,.162,366,Sorcery,{X}{B},,,Target player discards X cards at random.,mono,{B}
Mox Emerald,10/1/1993,Limited Edition Beta,Rare,.165,327,Artifact,{0},,,{T}: Add {G} to your mana pool.,colorless,{G}
Mox Jet,10/1/1993,Limited Edition Beta,Rare,.166,328,Artifact,{0},,,{T}: Add {B} to your mana pool.,colorless,{B}
Mox Pearl,10/1/1993,Limited Edition Beta,Rare,.167,329,Artifact,{0},,,{T}: Add {W} to your mana pool.,colorless,{W}
Mox Ruby,10/1/1993,Limited Edition Beta,Rare,.168,330,Artifact,{0},,,{T}: Add {R} to your mana pool.,colorless,{R}
Mox Sapphire,10/1/1993,Limited Edition Beta,Rare,.169,331,Artifact,{0},,,{T}: Add {U} to your mana pool.,colorless,{U}
Natural Selection,10/1/1993,Limited Edition Beta,Rare,.170,463,Instant,{G},,,"Look at the top three cards of target player's library, then put them back in any order. You may have that player shuffle his or her library.",mono,{G}
Nevinyrral's Disk,10/1/1993,Limited Edition Beta,Rare,.173,332,Artifact,{4},,,"Nevinyrral's Disk enters the battlefield tapped.<br>{1}, {T}: Destroy all artifacts, creatures, and enchantments.",colorless,
Nightmare,10/1/1993,Limited Edition Beta,Rare,.174,369,Creature - Nightmare Horse,{5}{B},,,Flying<br>Nightmare's power and toughness are each equal to the number of Swamps you control.,mono,{B}
Northern Paladin,10/1/1993,Limited Edition Beta,Rare,.175,556,Creature - Human Knight,{2}{W}{W},3,3,"{W}{W}, {T}: Destroy target black permanent.",mono,{W}
Personal Incarnation,10/1/1993,Limited Edition Beta,Rare,.181,558,Creature - Avatar Incarnation,{3}{W}{W}{W},6,6,"{0}: The next 1 damage that would be dealt to Personal Incarnation this turn is dealt to its owner instead. Any player may activate this ability, but only if he or she owns Personal Incarnation.<br>When Personal Incarnation dies, its owner loses half his or her life, rounded up.",mono,{W}
Pirate Ship,10/1/1993,Limited Edition Beta,Rare,.186,413,Creature - Human Pirate,{4}{U},4,3,"Pirate Ship can't attack unless defending player controls an Island.<br>{T}: Pirate Ship deals 1 damage to target creature or player.<br>When you control no Islands, sacrifice Pirate Ship.",mono,{U}
Plateau,10/1/1993,Limited Edition Beta,Rare,.189,578,Land - Mountain Plains,,,,,land,
Power Surge,10/1/1993,Limited Edition Beta,Rare,.192,510,Enchantment,{R}{R},,,"At the beginning of each player's upkeep, Power Surge deals X damage to that player, where X is the number of untapped lands he or she controlled at the beginning of this turn.",mono,{R}
Purelace,10/1/1993,Limited Edition Beta,Rare,.196,559,Instant,{W},,,Target spell or permanent becomes white. <i>(Mana symbols on that permanent remain unchanged.)</i>,mono,{W}
Raging River,10/1/1993,Limited Edition Beta,Rare,.197,511,Enchantment,{R}{R},,,"Whenever one or more creatures you control attack, each defending player divides all creatures without flying he or she controls into a ""left"" pile and a ""right"" pile. Then, for each attacking creature you control, choose ""left"" or ""right."" That creature can't be blocked this combat except by creatures with flying and creatures in a pile with the chosen label.",mono,{R}
